I,V,T,t,incl,vel
4.776e-06,0.6775,0.0,0.0,0.0,0.0
4.781e-06,0.6777,0.0,0.0,0.0,0.0
4.782e-06,0.6779,0.0,0.0,0.0,0.0
4.782e-06,0.678,0.0,0.0,0.0,0.0
4.785e-06,0.6782,0.0,0.0,0.0,0.0
4.782e-06,0.6784,0.0,0.0,0.0,0.0
4.78e-06,0.6785,0.0,0.0,0.0,0.0
4.776e-06,0.6787,0.0,0.0,0.0,0.0
4.775e-06,0.6789,0.0,0.0,0.0,0.0
4.777e-06,0.679,0.0,0.0,0.0,0.0
4.778e-06,0.6792,0.0,0.0,0.0,0.0
4.78e-06,0.6794,0.0,0.0,0.0,0.0
4.779e-06,0.6795,0.0,0.0,0.0,0.0
4.778e-06,0.6797,0.0,0.0,0.0,0.0
4.782e-06,0.6799,0.0,0.0,0.0,0.0
4.781e-06,0.68,0.0,0.0,0.0,0.0
4.782e-06,0.6802,0.0,0.0,0.0,0.0
4.78e-06,0.6804,0.0,0.0,0.0,0.0
4.78e-06,0.6805,0.0,0.0,0.0,0.0
4.785e-06,0.6807,0.0,0.0,0.0,0.0
4.784e-06,0.6809,0.0,0.0,0.0,0.0
4.783e-06,0.681,0.0,0.0,0.0,0.0
4.786e-06,0.6812,0.0,0.0,0.0,0.0
4.787e-06,0.6814,0.0,0.0,0.0,0.0
4.786e-06,0.6815,0.0,0.0,0.0,0.0
4.79e-06,0.6817,0.0,0.0,0.0,0.0
4.792e-06,0.6819,0.0,0.0,0.0,0.0
4.793e-06,0.682,0.0,0.0,0.0,0.0
4.8e-06,0.6822,0.0,0.0,0.0,0.0
4.799e-06,0.6824,0.0,0.0,0.0,0.0
4.796e-06,0.6825,0.0,0.0,0.0,0.0
4.799e-06,0.6827,0.0,0.0,0.0,0.0
4.801e-06,0.6828,0.0,0.0,0.0,0.0
4.803e-06,0.683,0.0,0.0,0.0,0.0
4.808e-06,0.6832,0.0,0.0,0.0,0.0
4.807e-06,0.6834,0.0,0.0,0.0,0.0
4.808e-06,0.6835,0.0,0.0,0.0,0.0
4.808e-06,0.6837,0.0,0.0,0.0,0.0
4.807e-06,0.6839,0.0,0.0,0.0,0.0
4.807e-06,0.684,0.0,0.0,0.0,0.0
4.812e-06,0.6842,0.0,0.0,0.0,0.0
4.813e-06,0.6844,0.0,0.0,0.0,0.0
4.814e-06,0.6845,0.0,0.0,0.0,0.0
4.812e-06,0.6847,0.0,0.0,0.0,0.0
4.811e-06,0.6849,0.0,0.0,0.0,0.0
4.815e-06,0.685,0.0,0.0,0.0,0.0
4.821e-06,0.6852,0.0,0.0,0.0,0.0
4.824e-06,0.6854,0.0,0.0,0.0,0.0
4.822e-06,0.6855,0.0,0.0,0.0,0.0
4.824e-06,0.6857,0.0,0.0,0.0,0.0
4.827e-06,0.6859,0.0,0.0,0.0,0.0
4.827e-06,0.686,0.0,0.0,0.0,0.0
4.829e-06,0.6862,0.0,0.0,0.0,0.0
4.827e-06,0.6864,0.0,0.0,0.0,0.0
4.83e-06,0.6865,0.0,0.0,0.0,0.0
4.832e-06,0.6867,0.0,0.0,0.0,0.0
4.831e-06,0.6868,0.0,0.0,0.0,0.0
4.833e-06,0.687,0.0,0.0,0.0,0.0
4.838e-06,0.6872,0.0,0.0,0.0,0.0
4.84e-06,0.6873,0.0,0.0,0.0,0.0
4.842e-06,0.6875,0.0,0.0,0.0,0.0
4.847e-06,0.6877,0.0,0.0,0.0,0.0
4.847e-06,0.6878,0.0,0.0,0.0,0.0
4.843e-06,0.688,0.0,0.0,0.0,0.0
4.852e-06,0.6882,0.0,0.0,0.0,0.0
4.848e-06,0.6883,0.0,0.0,0.0,0.0
4.852e-06,0.6885,0.0,0.0,0.0,0.0
4.851e-06,0.6887,0.0,0.0,0.0,0.0
4.853e-06,0.6888,0.0,0.0,0.0,0.0
4.854e-06,0.689,0.0,0.0,0.0,0.0
4.861e-06,0.6892,0.0,0.0,0.0,0.0
4.86e-06,0.6893,0.0,0.0,0.0,0.0
4.861e-06,0.6895,0.0,0.0,0.0,0.0
4.866e-06,0.6897,0.0,0.0,0.0,0.0
4.866e-06,0.6898,0.0,0.0,0.0,0.0
4.872e-06,0.69,0.0,0.0,0.0,0.0
4.871e-06,0.6902,0.0,0.0,0.0,0.0
4.873e-06,0.6904,0.0,0.0,0.0,0.0
4.874e-06,0.6905,0.0,0.0,0.0,0.0
4.872e-06,0.6907,0.0,0.0,0.0,0.0
4.873e-06,0.6908,0.0,0.0,0.0,0.0
4.876e-06,0.691,0.0,0.0,0.0,0.0
4.879e-06,0.6912,0.0,0.0,0.0,0.0
4.881e-06,0.6913,0.0,0.0,0.0,0.0
4.884e-06,0.6915,0.0,0.0,0.0,0.0
4.889e-06,0.6917,0.0,0.0,0.0,0.0
4.89e-06,0.6918,0.0,0.0,0.0,0.0
4.894e-06,0.692,0.0,0.0,0.0,0.0
4.905e-06,0.6922,0.0,0.0,0.0,0.0
4.905e-06,0.6923,0.0,0.0,0.0,0.0
4.906e-06,0.6925,0.0,0.0,0.0,0.0
4.912e-06,0.6927,0.0,0.0,0.0,0.0
4.91e-06,0.6928,0.0,0.0,0.0,0.0
4.91e-06,0.693,0.0,0.0,0.0,0.0
4.918e-06,0.6932,0.0,0.0,0.0,0.0
4.919e-06,0.6933,0.0,0.0,0.0,0.0
4.918e-06,0.6935,0.0,0.0,0.0,0.0
4.922e-06,0.6937,0.0,0.0,0.0,0.0
4.926e-06,0.6938,0.0,0.0,0.0,0.0
4.924e-06,0.694,0.0,0.0,0.0,0.0
4.934e-06,0.6942,0.0,0.0,0.0,0.0
4.928e-06,0.6943,0.0,0.0,0.0,0.0
4.932e-06,0.6945,0.0,0.0,0.0,0.0
4.936e-06,0.6947,0.0,0.0,0.0,0.0
4.937e-06,0.6948,0.0,0.0,0.0,0.0
4.938e-06,0.695,0.0,0.0,0.0,0.0
4.946e-06,0.6952,0.0,0.0,0.0,0.0
4.943e-06,0.6953,0.0,0.0,0.0,0.0
4.945e-06,0.6955,0.0,0.0,0.0,0.0
4.95e-06,0.6956,0.0,0.0,0.0,0.0
4.95e-06,0.6958,0.0,0.0,0.0,0.0
4.951e-06,0.696,0.0,0.0,0.0,0.0
4.956e-06,0.6962,0.0,0.0,0.0,0.0
4.955e-06,0.6963,0.0,0.0,0.0,0.0
4.955e-06,0.6964,0.0,0.0,0.0,0.0
4.96e-06,0.6966,0.0,0.0,0.0,0.0
4.964e-06,0.6968,0.0,0.0,0.0,0.0
4.971e-06,0.697,0.0,0.0,0.0,0.0
4.971e-06,0.6971,0.0,0.0,0.0,0.0
4.972e-06,0.6973,0.0,0.0,0.0,0.0
4.977e-06,0.6975,0.0,0.0,0.0,0.0
4.981e-06,0.6977,0.0,0.0,0.0,0.0
5.025e-06,0.6978,0.0,0.0,0.0,0.0
5.104e-06,0.698,0.0,0.0,0.0,0.0
4.995e-06,0.6981,0.0,0.0,0.0,0.0
4.987e-06,0.6983,0.0,0.0,0.0,0.0
4.992e-06,0.6985,0.0,0.0,0.0,0.0
4.994e-06,0.6987,0.0,0.0,0.0,0.0
4.992e-06,0.6988,0.0,0.0,0.0,0.0
4.996e-06,0.699,0.0,0.0,0.0,0.0
4.997e-06,0.6992,0.0,0.0,0.0,0.0
5.001e-06,0.6993,0.0,0.0,0.0,0.0
5.003e-06,0.6995,0.0,0.0,0.0,0.0
5.007e-06,0.6996,0.0,0.0,0.0,0.0
5.009e-06,0.6998,0.0,0.0,0.0,0.0
5.01e-06,0.7,0.0,0.0,0.0,0.0
5.015e-06,0.7001,0.0,0.0,0.0,0.0
5.019e-06,0.7003,0.0,0.0,0.0,0.0
5.02e-06,0.7005,0.0,0.0,0.0,0.0
5.018e-06,0.7006,0.0,0.0,0.0,0.0
5.019e-06,0.7008,0.0,0.0,0.0,0.0
5.026e-06,0.701,0.0,0.0,0.0,0.0
5.027e-06,0.7011,0.0,0.0,0.0,0.0
5.028e-06,0.7013,0.0,0.0,0.0,0.0
5.034e-06,0.7015,0.0,0.0,0.0,0.0
5.036e-06,0.7016,0.0,0.0,0.0,0.0
5.038e-06,0.7018,0.0,0.0,0.0,0.0
5.046e-06,0.702,0.0,0.0,0.0,0.0
5.044e-06,0.7021,0.0,0.0,0.0,0.0
5.047e-06,0.7023,0.0,0.0,0.0,0.0
5.051e-06,0.7025,0.0,0.0,0.0,0.0
5.054e-06,0.7026,0.0,0.0,0.0,0.0
5.054e-06,0.7028,0.0,0.0,0.0,0.0
5.06e-06,0.703,0.0,0.0,0.0,0.0
5.059e-06,0.7031,0.0,0.0,0.0,0.0
5.061e-06,0.7033,0.0,0.0,0.0,0.0
5.064e-06,0.7035,0.0,0.0,0.0,0.0
5.071e-06,0.7036,0.0,0.0,0.0,0.0
5.071e-06,0.7038,0.0,0.0,0.0,0.0
5.076e-06,0.704,0.0,0.0,0.0,0.0
5.076e-06,0.7042,0.0,0.0,0.0,0.0
5.079e-06,0.7043,0.0,0.0,0.0,0.0
5.082e-06,0.7045,0.0,0.0,0.0,0.0
5.085e-06,0.7047,0.0,0.0,0.0,0.0
5.088e-06,0.7048,0.0,0.0,0.0,0.0
5.093e-06,0.705,0.0,0.0,0.0,0.0
5.096e-06,0.7052,0.0,0.0,0.0,0.0
5.097e-06,0.7053,0.0,0.0,0.0,0.0
5.102e-06,0.7055,0.0,0.0,0.0,0.0
5.105e-06,0.7057,0.0,0.0,0.0,0.0
5.108e-06,0.7058,0.0,0.0,0.0,0.0
5.113e-06,0.706,0.0,0.0,0.0,0.0
5.113e-06,0.7062,0.0,0.0,0.0,0.0
5.119e-06,0.7063,0.0,0.0,0.0,0.0
5.124e-06,0.7065,0.0,0.0,0.0,0.0
5.126e-06,0.7067,0.0,0.0,0.0,0.0
5.128e-06,0.7068,0.0,0.0,0.0,0.0
5.133e-06,0.707,0.0,0.0,0.0,0.0
5.133e-06,0.7072,0.0,0.0,0.0,0.0
5.135e-06,0.7073,0.0,0.0,0.0,0.0
5.142e-06,0.7075,0.0,0.0,0.0,0.0
5.143e-06,0.7076,0.0,0.0,0.0,0.0
5.144e-06,0.7078,0.0,0.0,0.0,0.0
5.152e-06,0.708,0.0,0.0,0.0,0.0
5.155e-06,0.7082,0.0,0.0,0.0,0.0
5.155e-06,0.7083,0.0,0.0,0.0,0.0
5.163e-06,0.7085,0.0,0.0,0.0,0.0
5.164e-06,0.7087,0.0,0.0,0.0,0.0
5.169e-06,0.7088,0.0,0.0,0.0,0.0
5.173e-06,0.709,0.0,0.0,0.0,0.0
5.17e-06,0.7092,0.0,0.0,0.0,0.0
5.174e-06,0.7093,0.0,0.0,0.0,0.0
5.179e-06,0.7095,0.0,0.0,0.0,0.0
5.181e-06,0.7096,0.0,0.0,0.0,0.0
5.182e-06,0.7098,0.0,0.0,0.0,0.0
5.19e-06,0.71,0.0,0.0,0.0,0.0
5.194e-06,0.7101,0.0,0.0,0.0,0.0
5.195e-06,0.7103,0.0,0.0,0.0,0.0
5.203e-06,0.7105,0.0,0.0,0.0,0.0
5.21e-06,0.7107,0.0,0.0,0.0,0.0
5.214e-06,0.7108,0.0,0.0,0.0,0.0
5.214e-06,0.711,0.0,0.0,0.0,0.0
5.217e-06,0.7112,0.0,0.0,0.0,0.0
5.218e-06,0.7113,0.0,0.0,0.0,0.0
5.22e-06,0.7115,0.0,0.0,0.0,0.0
5.224e-06,0.7116,0.0,0.0,0.0,0.0
5.227e-06,0.7118,0.0,0.0,0.0,0.0
5.231e-06,0.712,0.0,0.0,0.0,0.0
5.234e-06,0.7121,0.0,0.0,0.0,0.0
5.235e-06,0.7123,0.0,0.0,0.0,0.0
5.239e-06,0.7125,0.0,0.0,0.0,0.0
5.245e-06,0.7126,0.0,0.0,0.0,0.0
5.249e-06,0.7128,0.0,0.0,0.0,0.0
5.254e-06,0.713,0.0,0.0,0.0,0.0
5.255e-06,0.7131,0.0,0.0,0.0,0.0
5.255e-06,0.7133,0.0,0.0,0.0,0.0
5.263e-06,0.7135,0.0,0.0,0.0,0.0
5.265e-06,0.7136,0.0,0.0,0.0,0.0
5.268e-06,0.7138,0.0,0.0,0.0,0.0
5.274e-06,0.714,0.0,0.0,0.0,0.0
5.275e-06,0.7141,0.0,0.0,0.0,0.0
5.276e-06,0.7143,0.0,0.0,0.0,0.0
5.284e-06,0.7145,0.0,0.0,0.0,0.0
5.287e-06,0.7146,0.0,0.0,0.0,0.0
5.288e-06,0.7148,0.0,0.0,0.0,0.0
5.294e-06,0.715,0.0,0.0,0.0,0.0
5.297e-06,0.7151,0.0,0.0,0.0,0.0
5.299e-06,0.7153,0.0,0.0,0.0,0.0
5.308e-06,0.7155,0.0,0.0,0.0,0.0
5.306e-06,0.7156,0.0,0.0,0.0,0.0
5.305e-06,0.7158,0.0,0.0,0.0,0.0
5.312e-06,0.716,0.0,0.0,0.0,0.0
5.315e-06,0.7161,0.0,0.0,0.0,0.0
5.318e-06,0.7163,0.0,0.0,0.0,0.0
5.325e-06,0.7165,0.0,0.0,0.0,0.0
5.329e-06,0.7166,0.0,0.0,0.0,0.0
5.35e-06,0.717,0.0,0.0,0.0,0.0
5.354e-06,0.7172,0.0,0.0,0.0,0.0
5.354e-06,0.7174,0.0,0.0,0.0,0.0
5.358e-06,0.7175,0.0,0.0,0.0,0.0
5.368e-06,0.7177,0.0,0.0,0.0,0.0
5.37e-06,0.7179,0.0,0.0,0.0,0.0
5.374e-06,0.718,0.0,0.0,0.0,0.0
5.379e-06,0.7182,0.0,0.0,0.0,0.0
5.386e-06,0.7184,0.0,0.0,0.0,0.0
5.393e-06,0.7186,0.0,0.0,0.0,0.0
5.394e-06,0.7188,0.0,0.0,0.0,0.0
5.393e-06,0.7189,0.0,0.0,0.0,0.0
5.397e-06,0.719,0.0,0.0,0.0,0.0
5.406e-06,0.7192,0.0,0.0,0.0,0.0
5.406e-06,0.7194,0.0,0.0,0.0,0.0
5.406e-06,0.7195,0.0,0.0,0.0,0.0
5.415e-06,0.7197,0.0,0.0,0.0,0.0
5.417e-06,0.7199,0.0,0.0,0.0,0.0
5.422e-06,0.7201,0.0,0.0,0.0,0.0
5.431e-06,0.7203,0.0,0.0,0.0,0.0
5.429e-06,0.7204,0.0,0.0,0.0,0.0
5.432e-06,0.7205,0.0,0.0,0.0,0.0
5.439e-06,0.7207,0.0,0.0,0.0,0.0
5.443e-06,0.7209,0.0,0.0,0.0,0.0
5.445e-06,0.721,0.0,0.0,0.0,0.0
5.451e-06,0.7212,0.0,0.0,0.0,0.0
5.453e-06,0.7214,0.0,0.0,0.0,0.0
5.46e-06,0.7215,0.0,0.0,0.0,0.0
5.47e-06,0.7218,0.0,0.0,0.0,0.0
5.472e-06,0.7219,0.0,0.0,0.0,0.0
5.472e-06,0.722,0.0,0.0,0.0,0.0
5.475e-06,0.7222,0.0,0.0,0.0,0.0
1.028e-05,-0.4267,980.0,15.0,0.0,0.0
9.332e-06,-0.4268,980.0,15.0,0.0,0.0
8.696e-06,-0.4267,980.0,15.0,0.0,0.0
8.233e-06,-0.4266,980.0,15.0,0.0,0.0
7.869e-06,-0.4264,980.0,15.0,0.0,0.0
7.578e-06,-0.4262,980.0,15.0,0.0,0.0
7.333e-06,-0.4261,980.0,15.0,0.0,0.0
7.12e-06,-0.4259,980.0,15.0,0.0,0.0
6.936e-06,-0.4257,980.0,15.0,0.0,0.0
6.774e-06,-0.4256,980.0,15.0,0.0,0.0
6.622e-06,-0.4254,980.0,15.0,0.0,0.0
6.49e-06,-0.4252,980.0,15.0,0.0,0.0
6.366e-06,-0.4251,980.0,15.0,0.0,0.0
6.248e-06,-0.4249,980.0,15.0,0.0,0.0
6.144e-06,-0.4247,980.0,15.0,0.0,0.0
6.044e-06,-0.4246,980.0,15.0,0.0,0.0
5.945e-06,-0.4244,980.0,15.0,0.0,0.0
5.856e-06,-0.4242,980.0,15.0,0.0,0.0
5.774e-06,-0.4241,980.0,15.0,0.0,0.0
5.69e-06,-0.4239,980.0,15.0,0.0,0.0
5.615e-06,-0.4237,980.0,15.0,0.0,0.0
5.542e-06,-0.4236,980.0,15.0,0.0,0.0
5.471e-06,-0.4234,980.0,15.0,0.0,0.0
5.404e-06,-0.4232,980.0,15.0,0.0,0.0
5.341e-06,-0.4231,980.0,15.0,0.0,0.0
5.277e-06,-0.4229,980.0,15.0,0.0,0.0
5.22e-06,-0.4227,980.0,15.0,0.0,0.0
5.163e-06,-0.4226,980.0,15.0,0.0,0.0
5.104e-06,-0.4224,980.0,15.0,0.0,0.0
5.051e-06,-0.4222,980.0,15.0,0.0,0.0
5.001e-06,-0.4221,980.0,15.0,0.0,0.0
4.949e-06,-0.4219,980.0,15.0,0.0,0.0
4.902e-06,-0.4217,980.0,15.0,0.0,0.0
4.855e-06,-0.4216,980.0,15.0,0.0,0.0
4.793e-06,-0.4212,980.0,15.0,0.0,0.0
4.751e-06,-0.421,980.0,15.0,0.0,0.0
4.71e-06,-0.4209,980.0,15.0,0.0,0.0
4.665e-06,-0.4207,980.0,15.0,0.0,0.0
4.626e-06,-0.4205,980.0,15.0,0.0,0.0
4.587e-06,-0.4204,980.0,15.0,0.0,0.0
4.547e-06,-0.4202,980.0,15.0,0.0,0.0
4.511e-06,-0.42,980.0,15.0,0.0,0.0
4.475e-06,-0.4199,980.0,15.0,0.0,0.0
4.438e-06,-0.4197,980.0,15.0,0.0,0.0
4.404e-06,-0.4196,980.0,15.0,0.0,0.0
4.37e-06,-0.4194,980.0,15.0,0.0,0.0
4.335e-06,-0.4192,980.0,15.0,0.0,0.0
4.303e-06,-0.419,980.0,15.0,0.0,0.0
4.271e-06,-0.4189,980.0,15.0,0.0,0.0
4.238e-06,-0.4187,980.0,15.0,0.0,0.0
4.209e-06,-0.4185,980.0,15.0,0.0,0.0
4.18e-06,-0.4184,980.0,15.0,0.0,0.0
4.148e-06,-0.4182,980.0,15.0,0.0,0.0
4.121e-06,-0.4181,980.0,15.0,0.0,0.0
4.092e-06,-0.4179,980.0,15.0,0.0,0.0
4.062e-06,-0.4177,980.0,15.0,0.0,0.0
4.035e-06,-0.4176,980.0,15.0,0.0,0.0
4.01e-06,-0.4174,980.0,15.0,0.0,0.0
3.981e-06,-0.4172,980.0,15.0,0.0,0.0
3.955e-06,-0.4171,980.0,15.0,0.0,0.0
3.932e-06,-0.4169,980.0,15.0,0.0,0.0
3.905e-06,-0.4167,980.0,15.0,0.0,0.0
3.88e-06,-0.4166,980.0,15.0,0.0,0.0
3.857e-06,-0.4164,980.0,15.0,0.0,0.0
3.831e-06,-0.4162,980.0,15.0,0.0,0.0
3.809e-06,-0.4161,980.0,15.0,0.0,0.0
3.787e-06,-0.4159,980.0,15.0,0.0,0.0
3.762e-06,-0.4157,980.0,15.0,0.0,0.0
3.74e-06,-0.4156,980.0,15.0,0.0,0.0
3.719e-06,-0.4154,980.0,15.0,0.0,0.0
3.696e-06,-0.4152,980.0,15.0,0.0,0.0
3.674e-06,-0.4151,980.0,15.0,0.0,0.0
3.654e-06,-0.4149,980.0,15.0,0.0,0.0
3.631e-06,-0.4147,980.0,15.0,0.0,0.0
3.611e-06,-0.4146,980.0,15.0,0.0,0.0
3.592e-06,-0.4144,980.0,15.0,0.0,0.0
3.569e-06,-0.4142,980.0,15.0,0.0,0.0
3.551e-06,-0.4141,980.0,15.0,0.0,0.0
3.532e-06,-0.4139,980.0,15.0,0.0,0.0
3.51e-06,-0.4137,980.0,15.0,0.0,0.0
3.493e-06,-0.4136,980.0,15.0,0.0,0.0
3.475e-06,-0.4134,980.0,15.0,0.0,0.0
3.454e-06,-0.4132,980.0,15.0,0.0,0.0
3.438e-06,-0.4131,980.0,15.0,0.0,0.0
3.42e-06,-0.4129,980.0,15.0,0.0,0.0
3.4e-06,-0.4127,980.0,15.0,0.0,0.0
3.384e-06,-0.4126,980.0,15.0,0.0,0.0
3.366e-06,-0.4124,980.0,15.0,0.0,0.0
3.347e-06,-0.4122,980.0,15.0,0.0,0.0
3.331e-06,-0.4121,980.0,15.0,0.0,0.0
3.316e-06,-0.412,980.0,15.0,0.0,0.0
3.297e-06,-0.4117,980.0,15.0,0.0,0.0
3.281e-06,-0.4116,980.0,15.0,0.0,0.0
3.265e-06,-0.4114,980.0,15.0,0.0,0.0
3.246e-06,-0.4112,980.0,15.0,0.0,0.0
3.233e-06,-0.4111,980.0,15.0,0.0,0.0
3.217e-06,-0.4109,980.0,15.0,0.0,0.0
3.2e-06,-0.4108,980.0,15.0,0.0,0.0
3.185e-06,-0.4106,980.0,15.0,0.0,0.0
3.171e-06,-0.4105,980.0,15.0,0.0,0.0
3.153e-06,-0.4103,980.0,15.0,0.0,0.0
3.14e-06,-0.4101,980.0,15.0,0.0,0.0
3.126e-06,-0.41,980.0,15.0,0.0,0.0
3.11e-06,-0.4098,980.0,15.0,0.0,0.0
3.095e-06,-0.4096,980.0,15.0,0.0,0.0
3.082e-06,-0.4095,980.0,15.0,0.0,0.0
3.065e-06,-0.4093,980.0,15.0,0.0,0.0
3.052e-06,-0.4091,980.0,15.0,0.0,0.0
3.039e-06,-0.409,980.0,15.0,0.0,0.0
3.023e-06,-0.4088,980.0,15.0,0.0,0.0
3.011e-06,-0.4086,980.0,15.0,0.0,0.0
2.998e-06,-0.4085,980.0,15.0,0.0,0.0
2.983e-06,-0.4083,980.0,15.0,0.0,0.0
2.969e-06,-0.4081,980.0,15.0,0.0,0.0
2.958e-06,-0.408,980.0,15.0,0.0,0.0
2.942e-06,-0.4078,980.0,15.0,0.0,0.0
2.931e-06,-0.4076,980.0,15.0,0.0,0.0
2.918e-06,-0.4075,980.0,15.0,0.0,0.0
2.905e-06,-0.4073,980.0,15.0,0.0,0.0
2.893e-06,-0.4071,980.0,15.0,0.0,0.0
2.882e-06,-0.407,980.0,15.0,0.0,0.0
2.866e-06,-0.4068,980.0,15.0,0.0,0.0
2.855e-06,-0.4066,980.0,15.0,0.0,0.0
2.843e-06,-0.4065,980.0,15.0,0.0,0.0
2.829e-06,-0.4063,980.0,15.0,0.0,0.0
2.819e-06,-0.4061,980.0,15.0,0.0,0.0
2.809e-06,-0.406,980.0,15.0,0.0,0.0
2.794e-06,-0.4058,980.0,15.0,0.0,0.0
2.784e-06,-0.4056,980.0,15.0,0.0,0.0
2.772e-06,-0.4055,980.0,15.0,0.0,0.0
2.759e-06,-0.4053,980.0,15.0,0.0,0.0
2.749e-06,-0.4051,980.0,15.0,0.0,0.0
2.738e-06,-0.405,980.0,15.0,0.0,0.0
2.726e-06,-0.4048,980.0,15.0,0.0,0.0
2.715e-06,-0.4046,980.0,15.0,0.0,0.0
2.705e-06,-0.4045,980.0,15.0,0.0,0.0
2.691e-06,-0.4043,980.0,15.0,0.0,0.0
2.682e-06,-0.4041,980.0,15.0,0.0,0.0
2.673e-06,-0.404,980.0,15.0,0.0,0.0
2.66e-06,-0.4038,980.0,15.0,0.0,0.0
2.65e-06,-0.4036,980.0,15.0,0.0,0.0
2.64e-06,-0.4035,980.0,15.0,0.0,0.0
2.628e-06,-0.4033,980.0,15.0,0.0,0.0
2.618e-06,-0.4031,980.0,15.0,0.0,0.0
2.609e-06,-0.403,980.0,15.0,0.0,0.0
2.596e-06,-0.4028,980.0,15.0,0.0,0.0
2.588e-06,-0.4027,980.0,15.0,0.0,0.0
2.578e-06,-0.4025,980.0,15.0,0.0,0.0
2.567e-06,-0.4023,980.0,15.0,0.0,0.0
2.557e-06,-0.4022,980.0,15.0,0.0,0.0
2.548e-06,-0.402,980.0,15.0,0.0,0.0
2.537e-06,-0.4018,980.0,15.0,0.0,0.0
2.529e-06,-0.4017,980.0,15.0,0.0,0.0
2.519e-06,-0.4015,980.0,15.0,0.0,0.0
2.508e-06,-0.4013,980.0,15.0,0.0,0.0
2.499e-06,-0.4012,980.0,15.0,0.0,0.0
2.491e-06,-0.401,980.0,15.0,0.0,0.0
2.48e-06,-0.4008,980.0,15.0,0.0,0.0
2.472e-06,-0.4007,980.0,15.0,0.0,0.0
2.464e-06,-0.4005,980.0,15.0,0.0,0.0
2.452e-06,-0.4003,980.0,15.0,0.0,0.0
2.443e-06,-0.4002,980.0,15.0,0.0,0.0
2.435e-06,-0.4,980.0,15.0,0.0,0.0
2.424e-06,-0.3998,980.0,15.0,0.0,0.0
2.425e-06,-0.3997,980.0,15.0,0.0,0.0
2.416e-06,-0.3995,980.0,15.0,0.0,0.0
2.405e-06,-0.3993,980.0,15.0,0.0,0.0
2.398e-06,-0.3992,980.0,15.0,0.0,0.0
2.389e-06,-0.399,980.0,15.0,0.0,0.0
2.378e-06,-0.3988,980.0,15.0,0.0,0.0
2.37e-06,-0.3987,980.0,15.0,0.0,0.0
2.362e-06,-0.3985,980.0,15.0,0.0,0.0
2.351e-06,-0.3983,980.0,15.0,0.0,0.0
2.344e-06,-0.3982,980.0,15.0,0.0,0.0
2.336e-06,-0.398,980.0,15.0,0.0,0.0
2.326e-06,-0.3978,980.0,15.0,0.0,0.0
2.318e-06,-0.3977,980.0,15.0,0.0,0.0
2.311e-06,-0.3975,980.0,15.0,0.0,0.0
2.301e-06,-0.3973,980.0,15.0,0.0,0.0
2.293e-06,-0.3972,980.0,15.0,0.0,0.0
2.286e-06,-0.397,980.0,15.0,0.0,0.0
2.276e-06,-0.3968,980.0,15.0,0.0,0.0
2.27e-06,-0.3967,980.0,15.0,0.0,0.0
2.262e-06,-0.3965,980.0,15.0,0.0,0.0
2.252e-06,-0.3963,980.0,15.0,0.0,0.0
2.245e-06,-0.3962,980.0,15.0,0.0,0.0
2.238e-06,-0.396,980.0,15.0,0.0,0.0
2.229e-06,-0.3958,980.0,15.0,0.0,0.0
2.221e-06,-0.3957,980.0,15.0,0.0,0.0
2.215e-06,-0.3955,980.0,15.0,0.0,0.0
2.205e-06,-0.3953,980.0,15.0,0.0,0.0
2.198e-06,-0.3952,980.0,15.0,0.0,0.0
2.191e-06,-0.395,980.0,15.0,0.0,0.0
2.182e-06,-0.3948,980.0,15.0,0.0,0.0
2.175e-06,-0.3947,980.0,15.0,0.0,0.0
2.168e-06,-0.3945,980.0,15.0,0.0,0.0
2.16e-06,-0.3943,980.0,15.0,0.0,0.0
2.153e-06,-0.3942,980.0,15.0,0.0,0.0
2.145e-06,-0.394,980.0,15.0,0.0,0.0
2.136e-06,-0.3938,980.0,15.0,0.0,0.0
2.131e-06,-0.3937,980.0,15.0,0.0,0.0
2.124e-06,-0.3935,980.0,15.0,0.0,0.0
2.115e-06,-0.3933,980.0,15.0,0.0,0.0
2.109e-06,-0.3932,980.0,15.0,0.0,0.0
2.103e-06,-0.393,980.0,15.0,0.0,0.0
2.094e-06,-0.3928,980.0,15.0,0.0,0.0
2.088e-06,-0.3927,980.0,15.0,0.0,0.0
2.082e-06,-0.3925,980.0,15.0,0.0,0.0
2.073e-06,-0.3923,980.0,15.0,0.0,0.0
2.067e-06,-0.3922,980.0,15.0,0.0,0.0
2.06e-06,-0.392,980.0,15.0,0.0,0.0
2.051e-06,-0.3918,980.0,15.0,0.0,0.0
2.045e-06,-0.3917,980.0,15.0,0.0,0.0
2.039e-06,-0.3915,980.0,15.0,0.0,0.0
2.031e-06,-0.3913,980.0,15.0,0.0,0.0
2.024e-06,-0.3912,980.0,15.0,0.0,0.0
2.019e-06,-0.391,980.0,15.0,0.0,0.0
2.01e-06,-0.3908,980.0,15.0,0.0,0.0
2.004e-06,-0.3907,980.0,15.0,0.0,0.0
1.999e-06,-0.3905,980.0,15.0,0.0,0.0
1.99e-06,-0.3903,980.0,15.0,0.0,0.0
1.983e-06,-0.3902,980.0,15.0,0.0,0.0
1.978e-06,-0.39,980.0,15.0,0.0,0.0
1.97e-06,-0.3898,980.0,15.0,0.0,0.0
1.964e-06,-0.3897,980.0,15.0,0.0,0.0
